merchant_id,merchant_name,signup_date,transaction_id,transaction_date,transaction_type,fd_flag,rto_flag,transaction_status,delivered_flag,not_delivered_flag,number_of_parcels,delivered_parcels,not_delivered_parcels,size,shippment_amount,credit_order_flag,cash_order_flag,dispatching_hub,destination_city,dest_alex_flag,dest_cairo_flag,dest_tanta_flag,dest_banha_flag,dest_mansoura_flag,fd_rev,rto_rev,large_rev,xlarge_rev,cairo_rev,other_cities_rev,cash_collection_rev,shippment_rev,transaction_month,signup_month,total_rev,1st_order_date,1st_order_month
5c193e42-3711-4312-b417-1c07c016cec9,Timoleon Karampelas,2019-05-01 00:00:00.000,11,2019-05-08 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Large,200.0,0,1,Cairo,Cairo,0,1,0,0,0,35.0,0.0,10.0,0.0,0.0,0.0,3.0,200.0,May 2019,Apr 2019,248.0,2019-05-08 00:00:00.000,May 2019
53f93a07-d67a-4499-a449-fa97ce7e4a80,Florence Hutchings,2019-05-09 00:00:00.000,12,2019-05-09 00:00:00.000,FD,1,0,Delivered,1,0,5,5,0,Large,250.0,0,1,Cairo,Banha,0,0,0,1,0,200.0,0.0,50.0,0.0,0.0,37.5,15.0,250.0,May 2019,May 2019,552.5,2019-05-09 00:00:00.000,May 2019
3abf5b59-00e0-407f-9f56-2a056619eeff,Xuan Wen,2019-05-09 00:00:00.000,13,2019-05-09 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Xlarge,0.0,1,0,Cairo,Cairo,0,1,0,0,0,45.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,May 2019,May 2019,65.0,2019-05-09 00:00:00.000,May 2019
9e309753-981a-448c-a770-f48a3588d515,Matsuno Matsui,2019-04-24 00:00:00.000,14,2019-05-10 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Xlarge,75.0,0,1,Cairo,Banha,0,0,0,1,0,55.0,0.0,0.0,25.0,0.0,10.0,8.0,75.0,May 2019,Apr 2019,173.0,2019-05-01 00:00:00.000,Apr 2019
dd1b5a19-115c-4675-85b4-3febb4fa3805,Borja Hoyos,2019-04-26 00:00:00.000,15,2019-05-11 00:00:00.000,FD,1,0,Delivered,1,0,5,5,0,Xlarge,0.0,1,0,Cairo,Tanta,0,0,1,0,0,225.0,0.0,0.0,100.0,0.0,37.5,0.0,0.0,May 2019,Apr 2019,362.5,2019-04-26 00:00:00.000,Apr 2019
50931b46-8d53-428c-a330-9f0cb966a85e,Carmen Schepers,2019-05-09 00:00:00.000,16,2019-05-12 00:00:00.000,FD,1,0,Failed,0,1,7,0,7,Xlarge,25.0,0,1,Cairo,Banha,0,0,0,1,0,315.0,0.0,0.0,140.0,0.0,52.5,28.0,0.0,May 2019,May 2019,535.5,2019-05-12 00:00:00.000,May 2019
147ad39b-fa0a-48aa-b076-2ec4ef025841,Arseniy Moiseenko,2019-05-06 00:00:00.000,17,2019-05-13 00:00:00.000,FD,1,0,Delivered,1,0,5,5,0,Xlarge,1500.0,0,1,Alexandria,Mansoura,0,0,0,0,1,175.0,0.0,0.0,100.0,0.0,37.5,15.0,1500.0,May 2019,May 2019,1827.5,2019-05-13 00:00:00.000,May 2019
50931b46-8d53-428c-a330-9f0cb966a85e,Carmen Schepers,2019-05-09 00:00:00.000,18,2019-05-13 00:00:00.000,FD,1,0,Delivered,1,0,2,2,0,Xlarge,150.0,0,1,Alexandria,Tanta,0,0,1,0,0,90.0,0.0,0.0,40.0,0.0,15.0,8.0,150.0,May 2019,May 2019,303.0,2019-05-12 00:00:00.000,May 2019
52052991-bb17-4649-82db-2a1bb22d94a3,André Fiebig,2019-04-30 00:00:00.000,19,2019-05-13 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,300.0,0,1,Alexandria,Cairo,0,1,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,4.0,300.0,May 2019,Apr 2019,354.0,2019-05-07 00:00:00.000,May 2019
8c33143d-8c0e-48fb-bef5-8a6fbeb42e80,Xenia Argyris,2019-05-07 00:00:00.000,20,2019-05-14 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,500.0,0,1,Mansoura,Cairo,0,1,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,4.0,500.0,May 2019,May 2019,554.0,2019-05-14 00:00:00.000,May 2019
147ad39b-fa0a-48aa-b076-2ec4ef025841,Arseniy Moiseenko,2019-05-06 00:00:00.000,21,2019-05-14 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,95.0,0,1,Cairo,Banha,0,0,0,1,0,35.0,0.0,0.0,0.0,0.0,7.5,3.0,95.0,May 2019,May 2019,140.5,2019-05-13 00:00:00.000,May 2019
53f93a07-d67a-4499-a449-fa97ce7e4a80,Florence Hutchings,2019-05-09 00:00:00.000,22,2019-05-15 00:00:00.000,FD,1,0,Delivered,1,0,2,2,0,Normal,150.0,0,1,Cairo,Banha,0,0,0,1,0,80.0,0.0,0.0,0.0,0.0,15.0,6.0,150.0,May 2019,May 2019,251.0,2019-05-09 00:00:00.000,May 2019
5c193e42-3711-4312-b417-1c07c016cec9,Timoleon Karampelas,2019-05-01 00:00:00.000,23,2019-05-15 00:00:00.000,FD,1,0,Delivered,1,0,3,3,0,Normal,75.0,0,1,Cairo,Cairo,0,1,0,0,0,105.0,0.0,0.0,0.0,0.0,0.0,9.0,75.0,May 2019,Apr 2019,189.0,2019-05-08 00:00:00.000,May 2019
91d9733f-a2c1-440a-b979-4ec02033981f,Esmee Kleine,2019-05-16 00:00:00.000,24,2019-05-16 00:00:00.000,FD,1,0,Delivered,1,0,4,4,0,Normal,3000.0,0,1,Cairo,Banha,0,0,0,1,0,200.0,0.0,0.0,0.0,0.0,40.0,16.0,3000.0,May 2019,May 2019,3256.0,2019-05-16 00:00:00.000,May 2019
892ee288-d291-4aff-a48f-5ffe8149b9be,Sadayoshi Tsuruoka,2019-04-29 00:00:00.000,25,2019-05-16 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,200.0,0,1,Cairo,Banha,0,0,0,1,0,60.0,0.0,0.0,0.0,0.0,12.5,8.0,200.0,May 2019,Apr 2019,280.5,2019-05-06 00:00:00.000,May 2019
52052991-bb17-4649-82db-2a1bb22d94a3,André Fiebig,2019-04-30 00:00:00.000,26,2019-05-19 00:00:00.000,FD,1,0,Delivered,1,0,7,7,0,Normal,1500.0,0,1,Cairo,Alexandria,1,0,0,0,0,350.0,0.0,0.0,0.0,0.0,70.0,28.0,1500.0,May 2019,Apr 2019,1948.0,2019-05-07 00:00:00.000,May 2019
9e309753-981a-448c-a770-f48a3588d515,Matsuno Matsui,2019-04-24 00:00:00.000,27,2019-05-19 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Large,100.0,0,1,Alexandria,Cairo,0,1,0,0,0,55.0,0.0,15.0,0.0,0.0,0.0,8.0,100.0,May 2019,Apr 2019,178.0,2019-05-01 00:00:00.000,Apr 2019
9e309753-981a-448c-a770-f48a3588d515,Matsuno Matsui,2019-04-24 00:00:00.000,28,2019-05-20 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Large,150.0,0,1,Alexandria,Alexandria,1,0,0,0,0,55.0,0.0,15.0,0.0,0.0,10.0,8.0,150.0,May 2019,Apr 2019,238.0,2019-05-01 00:00:00.000,Apr 2019
53f93a07-d67a-4499-a449-fa97ce7e4a80,Florence Hutchings,2019-05-09 00:00:00.000,29,2019-05-21 00:00:00.000,FD,1,0,Delivered,1,0,5,5,0,Large,300.0,0,1,Alexandria,Cairo,0,1,0,0,0,200.0,0.0,50.0,0.0,0.0,0.0,15.0,300.0,May 2019,May 2019,565.0,2019-05-09 00:00:00.000,May 2019
9e309753-981a-448c-a770-f48a3588d515,Matsuno Matsui,2019-04-24 00:00:00.000,30,2019-05-21 00:00:00.000,FD,1,0,Delivered,1,0,3,3,0,Large,3000.0,0,1,Mansoura,Alexandria,1,0,0,0,0,165.0,0.0,45.0,0.0,0.0,30.0,24.0,3000.0,May 2019,Apr 2019,3264.0,2019-05-01 00:00:00.000,Apr 2019
c1b51173-7b57-4c4e-941d-7ffb606bdb81,Nikola Kornienko,2019-05-22 00:00:00.000,31,2019-05-22 00:00:00.000,FD,1,0,Failed,0,1,5,0,5,Xlarge,150.0,0,1,Cairo,Mansoura,0,0,0,0,1,225.0,0.0,0.0,100.0,0.0,37.5,20.0,0.0,May 2019,May 2019,382.5,2019-05-22 00:00:00.000,May 2019
9e309753-981a-448c-a770-f48a3588d515,Matsuno Matsui,2019-04-24 00:00:00.000,32,2019-05-22 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Xlarge,25.0,0,1,Cairo,Alexandria,1,0,0,0,0,55.0,0.0,0.0,25.0,0.0,10.0,8.0,25.0,May 2019,Apr 2019,123.0,2019-05-01 00:00:00.000,Apr 2019
315c928f-7a04-440b-877a-f4cdcad7e2ce,Fatma Ekşi,2019-05-08 00:00:00.000,33,2019-05-23 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Xlarge,150.0,0,1,Cairo,Banha,0,0,0,1,0,55.0,0.0,0.0,25.0,0.0,10.0,8.0,150.0,May 2019,May 2019,248.0,2019-05-23 00:00:00.000,May 2019
0246cd9c-5726-4d69-9170-b0d020b29404,Alison Coleman,2019-05-21 00:00:00.000,34,2019-05-24 00:00:00.000,FD,1,0,Delivered,1,0,5,5,0,Xlarge,500.0,0,1,Cairo,Cairo,0,1,0,0,0,175.0,0.0,0.0,100.0,0.0,0.0,15.0,500.0,May 2019,May 2019,790.0,2019-05-24 00:00:00.000,May 2019
bf79a16b-b217-4c41-9573-5c150147daa8,Willy Klinger,2019-05-09 00:00:00.000,35,2019-05-24 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Xlarge,2500.0,0,1,Cairo,Banha,0,0,0,1,0,45.0,0.0,0.0,20.0,0.0,7.5,4.0,2500.0,May 2019,May 2019,2576.5,2019-05-24 00:00:00.000,May 2019
c1b51173-7b57-4c4e-941d-7ffb606bdb81,Nikola Kornienko,2019-05-22 00:00:00.000,36,2019-05-24 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Xlarge,75.0,0,1,Cairo,Banha,0,0,0,1,0,45.0,0.0,0.0,20.0,0.0,7.5,4.0,75.0,May 2019,May 2019,151.5,2019-05-22 00:00:00.000,May 2019
315c928f-7a04-440b-877a-f4cdcad7e2ce,Fatma Ekşi,2019-05-08 00:00:00.000,37,2019-05-24 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,200.0,0,1,Alexandria,Alexandria,1,0,0,0,0,55.0,0.0,0.0,0.0,0.0,10.0,8.0,200.0,May 2019,May 2019,273.0,2019-05-23 00:00:00.000,May 2019
52052991-bb17-4649-82db-2a1bb22d94a3,André Fiebig,2019-04-30 00:00:00.000,38,2019-05-24 00:00:00.000,FD,1,0,Delivered,1,0,7,7,0,Normal,95.0,0,1,Alexandria,Banha,0,0,0,1,0,350.0,0.0,0.0,0.0,0.0,70.0,28.0,95.0,May 2019,Apr 2019,543.0,2019-05-07 00:00:00.000,May 2019
892ee288-d291-4aff-a48f-5ffe8149b9be,Sadayoshi Tsuruoka,2019-04-29 00:00:00.000,39,2019-05-26 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,95.0,0,1,Alexandria,Alexandria,1,0,0,0,0,60.0,0.0,0.0,0.0,0.0,12.5,8.0,95.0,May 2019,Apr 2019,175.5,2019-05-06 00:00:00.000,May 2019
dd1b5a19-115c-4675-85b4-3febb4fa3805,Borja Hoyos,2019-04-26 00:00:00.000,40,2019-05-26 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,75.0,0,1,Mansoura,Cairo,0,1,0,0,0,45.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,May 2019,Apr 2019,124.0,2019-04-26 00:00:00.000,Apr 2019
0246cd9c-5726-4d69-9170-b0d020b29404,Alison Coleman,2019-05-21 00:00:00.000,41,2019-05-27 00:00:00.000,FD,1,0,Delivered,1,0,5,5,0,Normal,100.0,0,1,Cairo,Cairo,0,1,0,0,0,175.0,0.0,0.0,0.0,0.0,0.0,15.0,100.0,May 2019,May 2019,290.0,2019-05-24 00:00:00.000,May 2019
bf79a16b-b217-4c41-9573-5c150147daa8,Willy Klinger,2019-05-09 00:00:00.000,42,2019-05-27 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,0.0,1,0,Cairo,Alexandria,1,0,0,0,0,45.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,May 2019,May 2019,52.5,2019-05-24 00:00:00.000,May 2019
892ee288-d291-4aff-a48f-5ffe8149b9be,Sadayoshi Tsuruoka,2019-04-29 00:00:00.000,43,2019-05-27 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,100.0,0,1,Cairo,Alexandria,1,0,0,0,0,60.0,0.0,0.0,0.0,0.0,12.5,8.0,100.0,May 2019,Apr 2019,180.5,2019-05-06 00:00:00.000,May 2019
dd1b5a19-115c-4675-85b4-3febb4fa3805,Borja Hoyos,2019-04-26 00:00:00.000,44,2019-05-27 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,3000.0,0,1,Cairo,Alexandria,1,0,0,0,0,45.0,0.0,0.0,0.0,0.0,7.5,4.0,3000.0,May 2019,Apr 2019,3056.5,2019-04-26 00:00:00.000,Apr 2019
6fe6c56c-7aeb-400c-af41-894c6cf52483,Daniya Sharapov,2019-05-21 00:00:00.000,45,2019-05-28 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,70.0,0,1,Cairo,Cairo,0,1,0,0,0,60.0,0.0,0.0,0.0,0.0,0.0,8.0,70.0,May 2019,May 2019,138.0,2019-05-28 00:00:00.000,May 2019
53f93a07-d67a-4499-a449-fa97ce7e4a80,Florence Hutchings,2019-05-09 00:00:00.000,46,2019-05-28 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,200.0,0,1,Cairo,Alexandria,1,0,0,0,0,40.0,0.0,0.0,0.0,0.0,7.5,3.0,200.0,May 2019,May 2019,250.5,2019-05-09 00:00:00.000,May 2019
892ee288-d291-4aff-a48f-5ffe8149b9be,Sadayoshi Tsuruoka,2019-04-29 00:00:00.000,47,2019-05-28 00:00:00.000,FD,1,0,Delivered,1,0,5,5,0,Normal,150.0,0,1,Alexandria,Alexandria,1,0,0,0,0,300.0,0.0,0.0,0.0,0.0,62.5,40.0,150.0,May 2019,Apr 2019,552.5,2019-05-06 00:00:00.000,May 2019
dd1b5a19-115c-4675-85b4-3febb4fa3805,Borja Hoyos,2019-04-26 00:00:00.000,48,2019-05-28 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,25.0,0,1,Alexandria,Cairo,0,1,0,0,0,45.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,May 2019,Apr 2019,74.0,2019-04-26 00:00:00.000,Apr 2019
52052991-bb17-4649-82db-2a1bb22d94a3,André Fiebig,2019-04-30 00:00:00.000,49,2019-05-29 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,200.0,0,1,Alexandria,Tanta,0,0,1,0,0,50.0,0.0,0.0,0.0,0.0,10.0,4.0,200.0,May 2019,Apr 2019,264.0,2019-05-07 00:00:00.000,May 2019
892ee288-d291-4aff-a48f-5ffe8149b9be,Sadayoshi Tsuruoka,2019-04-29 00:00:00.000,50,2019-05-29 00:00:00.000,FD,1,0,Delivered,1,0,5,5,0,Normal,70.0,0,1,Mansoura,Alexandria,1,0,0,0,0,300.0,0.0,0.0,0.0,0.0,62.5,40.0,70.0,May 2019,Apr 2019,472.5,2019-05-06 00:00:00.000,May 2019
dd1b5a19-115c-4675-85b4-3febb4fa3805,Borja Hoyos,2019-04-26 00:00:00.000,51,2019-05-29 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,100.0,0,1,Cairo,Alexandria,1,0,0,0,0,45.0,0.0,0.0,0.0,0.0,7.5,4.0,100.0,May 2019,Apr 2019,156.5,2019-04-26 00:00:00.000,Apr 2019
0246cd9c-5726-4d69-9170-b0d020b29404,Alison Coleman,2019-05-21 00:00:00.000,52,2019-05-30 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,0.0,1,0,Cairo,Alexandria,1,0,0,0,0,35.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,May 2019,May 2019,42.5,2019-05-24 00:00:00.000,May 2019
bf79a16b-b217-4c41-9573-5c150147daa8,Willy Klinger,2019-05-09 00:00:00.000,53,2019-05-30 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,75.0,0,1,Cairo,Banha,0,0,0,1,0,45.0,0.0,0.0,0.0,0.0,7.5,4.0,75.0,May 2019,May 2019,131.5,2019-05-24 00:00:00.000,May 2019
12fe83d8-4259-4814-9bce-a02a154f9fde,Margaret Tee,2019-05-01 00:00:00.000,54,2019-05-31 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,100.0,0,1,Cairo,Cairo,0,1,0,0,0,40.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,May 2019,Apr 2019,143.0,2019-05-31 00:00:00.000,May 2019
bf79a16b-b217-4c41-9573-5c150147daa8,Willy Klinger,2019-05-09 00:00:00.000,55,2019-05-31 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,3000.0,0,1,Cairo,Cairo,0,1,0,0,0,45.0,0.0,0.0,0.0,0.0,0.0,4.0,3000.0,May 2019,May 2019,3049.0,2019-05-24 00:00:00.000,May 2019
9e309753-981a-448c-a770-f48a3588d515,Matsuno Matsui,2019-04-24 00:00:00.000,56,2019-05-31 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,100.0,0,1,Cairo,Banha,0,0,0,1,0,55.0,0.0,0.0,0.0,0.0,10.0,8.0,100.0,May 2019,Apr 2019,173.0,2019-05-01 00:00:00.000,Apr 2019
dd1b5a19-115c-4675-85b4-3febb4fa3805,Borja Hoyos,2019-04-26 00:00:00.000,57,2019-05-31 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,75.0,0,1,Alexandria,Tanta,0,0,1,0,0,45.0,0.0,0.0,0.0,0.0,7.5,4.0,75.0,May 2019,Apr 2019,131.5,2019-04-26 00:00:00.000,Apr 2019
0246cd9c-5726-4d69-9170-b0d020b29404,Alison Coleman,2019-05-21 00:00:00.000,58,2019-06-01 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,300.0,0,1,Alexandria,Mansoura,0,0,0,0,1,35.0,0.0,0.0,0.0,0.0,7.5,3.0,300.0,May 2019,May 2019,345.5,2019-05-24 00:00:00.000,May 2019
bf79a16b-b217-4c41-9573-5c150147daa8,Willy Klinger,2019-05-09 00:00:00.000,59,2019-06-01 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Normal,25.0,0,1,Alexandria,Cairo,0,1,0,0,0,45.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,May 2019,May 2019,74.0,2019-05-24 00:00:00.000,May 2019
6fe6c56c-7aeb-400c-af41-894c6cf52483,Daniya Sharapov,2019-05-21 00:00:00.000,60,2019-06-02 00:00:00.000,FD,1,0,Delivered,1,0,3,3,0,Normal,3000.0,0,1,Mansoura,Banha,0,0,0,1,0,180.0,0.0,0.0,0.0,0.0,37.5,24.0,3000.0,Jun 2019,May 2019,3241.5,2019-05-28 00:00:00.000,May 2019
bf79a16b-b217-4c41-9573-5c150147daa8,Willy Klinger,2019-05-09 00:00:00.000,61,2019-06-02 00:00:00.000,FD,1,0,Delivered,1,0,2,2,0,Xlarge,100.0,0,1,Cairo,Banha,0,0,0,1,0,90.0,0.0,0.0,40.0,0.0,15.0,8.0,100.0,Jun 2019,May 2019,253.0,2019-05-24 00:00:00.000,May 2019
dd1b5a19-115c-4675-85b4-3febb4fa3805,Borja Hoyos,2019-04-26 00:00:00.000,62,2019-06-02 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Xlarge,75.0,0,1,Cairo,Banha,0,0,0,1,0,45.0,0.0,0.0,20.0,0.0,7.5,4.0,75.0,Jun 2019,Apr 2019,151.5,2019-04-26 00:00:00.000,Apr 2019
8fabf80d-e0f3-4b8d-aea4-fc33e7dd0465,Leyla Pakhomov,2019-05-27 00:00:00.000,63,2019-06-03 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Xlarge,3000.0,0,1,Cairo,Tanta,0,0,1,0,0,40.0,0.0,0.0,20.0,0.0,7.5,3.0,3000.0,Jun 2019,May 2019,3070.5,2019-06-03 00:00:00.000,Jun 2019
0246cd9c-5726-4d69-9170-b0d020b29404,Alison Coleman,2019-05-21 00:00:00.000,64,2019-06-03 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Xlarge,150.0,0,1,Cairo,Alexandria,1,0,0,0,0,35.0,0.0,0.0,20.0,0.0,7.5,3.0,150.0,Jun 2019,May 2019,215.5,2019-05-24 00:00:00.000,May 2019
52052991-bb17-4649-82db-2a1bb22d94a3,André Fiebig,2019-04-30 00:00:00.000,65,2019-06-03 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Xlarge,200.0,0,1,Cairo,Mansoura,0,0,0,0,1,50.0,0.0,0.0,25.0,0.0,10.0,4.0,200.0,Jun 2019,Apr 2019,289.0,2019-05-07 00:00:00.000,May 2019
69821745-8477-4abd-a297-767832ea3c88,Servet Çirak,2019-05-28 00:00:00.000,66,2019-06-04 00:00:00.000,FD,1,0,Delivered,1,0,5,5,0,Xlarge,300.0,0,1,Cairo,Tanta,0,0,1,0,0,300.0,0.0,0.0,125.0,0.0,62.5,40.0,300.0,Jun 2019,May 2019,827.5,2019-06-04 00:00:00.000,Jun 2019
53f93a07-d67a-4499-a449-fa97ce7e4a80,Florence Hutchings,2019-05-09 00:00:00.000,67,2019-06-04 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Large,200.0,0,1,Alexandria,Alexandria,1,0,0,0,0,40.0,0.0,10.0,0.0,0.0,7.5,3.0,200.0,Jun 2019,May 2019,260.5,2019-05-09 00:00:00.000,May 2019
dd1b5a19-115c-4675-85b4-3febb4fa3805,Borja Hoyos,2019-04-26 00:00:00.000,68,2019-06-04 00:00:00.000,FD,1,0,Delivered,1,0,5,5,0,Large,300.0,0,1,Alexandria,Cairo,0,1,0,0,0,225.0,0.0,50.0,0.0,0.0,0.0,20.0,300.0,Jun 2019,Apr 2019,595.0,2019-04-26 00:00:00.000,Apr 2019
0246cd9c-5726-4d69-9170-b0d020b29404,Alison Coleman,2019-05-21 00:00:00.000,69,2019-06-05 00:00:00.000,FD,1,0,Delivered,1,0,1,1,0,Large,3000.0,0,1,Alexandria,Alexandria,1,0,0,0,0,35.0,0.0,10.0,0.0,0.0,7.5,3.0,3000.0,Jun 2019,May 2019,3055.5,2019-05-24 00:00:00.000,May 2019
0246cd9c-5726-4d69-9170-b0d020b29404,Alison Coleman,2019-05-21 00:00:00.000,70,2019-06-06 00:00:00.000,FD,1,0,Delivered,1,0,2,2,0,Large,0.0,1,0,Mansoura,Cairo,0,1,0,0,0,70.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,Jun 2019,May 2019,90.0,2019-05-24 00:00:00.000,May 2019
